...1,farmID,farm,lon,lat,zone,biomass,Dw.in,Ds.in,Dw.out,Ds.out,Dw.self,Ds.self,Dw.f.in,Ds.f.in,Dw.f.out,Ds.f.out,avtemp,all_x,all_y,all_xy,all_xz,all_yz,all_xyz,r10xz_r90yz,r25xz_r75yz,r50xz_r50yz,r75xz_r25yz,r90xz_r10yz,r10z_r90xyz,r25z_r75xyz,r50z_r50xyz,r75z_r25xyz,r90z_r10xyz,r50z_r50xz,r50xz_r50xyz,leastDwin10_z_mostDwin90_xyz,leastDwin25_z_mostDwin75_xyz,leastDwin50_z_mostDwin50_xyz,leastDwin75_z_mostDwin25_xyz,leastDwin90_z_mostDwin10_xyz,leastDwin95_z_mostDwin5_xyz,leastDwin95_xyz_mostDwin5_z,leastDwout10_xyz_mostDwout90_z,leastDwout25_xyz_mostDwout75_z,leastDwout50_xyz_mostDwout50_z,leastDwout75_xyz_mostDwout25_z,leastDwout90_xyz_mostDwout10_z,leastDwout95_xyz_mostDwout5_z,all_z
147,12036,12036,5.931,60.126,3,2340,0.113333333,0.05253866,0.127222222,0.062386025,0.007222222,0.008310565,40,34,63,42,10.46135164,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,xyz,z,z,xz,xyz,xyz,xyz,xyz,xyz,z,z,xyz,z,z,z,z,z,xyz,z
148,12040,12040,5.909,59.976,3,2340,0.042847222,0.042804966,0.117291667,0.045537097,0.001597222,0.005009107,52,52,71,65,10.63143984,x,y,xy,xz,yz,xyz,yz,yz,xz,yz,xz,xyz,xyz,z,z,z,z,xyz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,z,z,xyz,z
149,12047,12047,5.724,60.176,3,1560,0.029861111,0.016620975,0.102986111,0.0440572,0.006666667,0.008879781,27,24,61,46,11.03873854,x,y,xy,xz,yz,xyz,yz,xz,yz,xz,xz,xyz,xyz,xyz,z,z,z,xz,xyz,xyz,z,z,z,z,xyz,z,z,z,z,xyz,xyz,z
150,12048,12048,5.737,60.071,3,3120,0.033055556,0.029086842,0.064652778,0.018783956,0.060486111,0.039219035,30,40,50,32,10.89028709,x,y,xy,xz,yz,xyz,yz,yz,xz,yz,xz,xyz,xyz,z,z,z,xz,xyz,xyz,xyz,z,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
151,12067,12067,5.572,60.25,3,2340,0.094722222,0.043146519,0.088541667,0.03358357,0.010555556,0.007229053,48,37,57,50,8.378780284,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,z,z,z,z,xyz,xyz,xyz,xyz,xyz,z,z,xyz,z,z,z,z,xyz,xyz,z
152,12071,12071,6.513,59.551,2,1040,0.028888889,0.002106102,0.018472222,0.004610612,0.104930556,0.053449454,1,1,12,4,9.203589321,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,yz,xyz,xyz,xyz,z,z,xz,xyz,xyz,xyz,z,z,z,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
153,12074,12074,6.319,60.324,3,3120,0.050625,0.016165668,0.105763889,0.040186658,0.004513889,0.004098361,38,31,47,31,10.1061209,x,y,xy,xz,yz,xyz,yz,xz,xz,yz,xz,xyz,xyz,z,z,z,z,xz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,z,xyz,xyz,z
154,12078,12078,6.157,60.216,3,1560,0.113819444,0.057035454,0.117152778,0.058686226,0.006180556,0.008709016,49,42,53,33,10.60820474,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,z,xyz,xyz,xyz,z,z,xz,xyz,xyz,xyz,xyz,z,z,xyz,z,z,z,z,z,xyz,z
155,12081,12081,6.14,60.221,3,1560,0.133541667,0.082365576,0.114305556,0.05732004,0.006597222,0.004269126,51,44,59,38,10.44371064,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,z,xyz,z,z,z,xz,xz,xyz,xyz,xyz,xyz,xyz,z,xyz,z,z,z,z,xyz,xyz,z
156,12085,12085,6.055,60.259,3,1560,0.130486111,0.061418356,0.110625,0.053164799,0.007986111,0.006716758,52,49,54,34,10.11674471,x,y,xy,xz,yz,xyz,yz,xz,xz,yz,xz,xyz,xyz,z,z,z,z,xyz,xyz,xyz,xyz,xyz,xyz,z,xyz,z,z,z,z,xyz,xyz,z
157,12086,12086,6.074,59.76,3,780,0.018611111,0.014685748,0.041875,0.016108571,0.016597222,0.01832878,13,12,37,27,10.4620001,x,y,xy,xz,yz,xyz,xz,yz,yz,xz,xz,xyz,z,xyz,z,z,z,xyz,xyz,xyz,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
158,12095,12095,5.909,60.122,3,2340,0.098958333,0.048952597,0.126458333,0.053961551,0.006736111,0.004610656,38,33,63,48,9.63559971,x,y,xy,xz,yz,xyz,xz,xz,xz,xz,xz,xyz,xyz,z,z,z,xz,xz,xyz,xyz,xyz,xyz,z,z,xyz,z,z,z,z,z,xyz,z
159,12108,12108,5.825,59.952,3,5460,0.034166667,0.030509863,0.127013889,0.043203397,0.000972222,0.006147541,55,55,72,57,10.02727405,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,z,z,z,z,xz,xz,xyz,xyz,z,z,z,z,xyz,z,z,z,z,z,xyz,z
160,12109,12109,5.824,59.714,3,3900,0.024930556,0.023053126,0.090902778,0.033071097,0.005208333,0.007115209,29,27,84,61,10.82291726,x,y,xy,xz,yz,xyz,yz,yz,xz,yz,xz,xyz,z,z,z,z,xz,xz,xyz,xyz,z,z,z,z,xyz,z,z,z,z,xyz,xyz,z
161,12114,12114,5.82,59.518,2,780,0.161527778,0.064492064,0.190694444,0.08640706,0.062361111,0.037966758,37,19,37,18,9.69744938,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,xyz,z,z,z,xz,xyz,xyz,xyz,xyz,xyz,xyz,z,z,z,z,z,z,z,z
162,12115,12115,5.81,59.517,2,65,0.163541667,0.065345889,0.192569444,0.086122386,0.060347222,0.037112933,37,19,38,21,9.189042576,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,z,xyz,z,z,z,xyz,xyz,xyz,xyz,xyz,xyz,xyz,z,z,z,z,z,z,z,z
163,12126,12126,5.721,59.759,3,1040,0.090277778,0.057206147,0.082291667,0.035006457,0.015069444,0.02071949,61,45,86,52,10.42662987,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,z,z,z,z,xz,xyz,xyz,xyz,xyz,z,z,xyz,z,z,z,z,xyz,xyz,z
164,12127,12127,5.723,59.7,3,3120,0.05375,0.028517584,0.088958333,0.032957342,0.005138889,0.003586066,45,33,90,62,10.42569441,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,z,z,xyz,z,xz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,z,xyz,xyz,z
165,12128,12128,5.722,59.718,3,2340,0.064027778,0.029940627,0.097986111,0.037226315,0.019583333,0.008367486,54,28,75,56,10.62171696,x,y,xy,xz,yz,xyz,yz,xz,yz,xz,xz,z,z,z,z,z,z,xz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,z,xyz,xyz,z
166,12134,12134,5.687,59.761,3,3120,0.031458333,0.031477466,0.090902778,0.048781502,0.005347222,0.006489071,48,54,99,65,10.5967713,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,z,xyz,z,xyz,z,xyz,xyz,xyz,z,z,z,z,xyz,z,z,z,z,xyz,xyz,z
167,12154,12154,5.552,60.867,4,780,0.005208333,0.016507286,0.151180556,0.087203982,0.004375,0.009790528,2,2,22,16,10.45262858,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,z,z,z,xz,xyz,z,z,z,z,z,z,xyz,z,z,z,z,z,z,z
168,12156,12156,5.565,60.437,4,3120,0.045,0.030623862,0.125347222,0.046675751,0.007083333,0.024647086,4,4,26,18,9.703960642,x,y,xy,xz,yz,xyz,yz,yz,yz,yz,xz,z,xyz,z,z,z,xz,xyz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,z,z,xyz,z
169,12178,12178,5.826,61.099,4,2340,0.070694444,0.049692579,0.073472222,0.043032721,0.023125,0.030623862,17,10,28,19,10.23760043,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,xyz,z,z,z,xyz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
170,12179,12179,5.81,61.08,4,780,0.037361111,0.010188979,0.095416667,0.053107857,0.029305556,0.035405282,10,5,24,17,10.07211986,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,z,xyz,z,z,z,xz,xyz,xyz,xyz,z,z,z,z,xyz,z,z,z,z,xyz,xyz,z
171,12192,12192,5.314,61.467,4,1560,0.009444444,0.012010448,0.030833333,0.018784109,0.002847222,0.002789162,34,15,20,17,10.08919883,x,y,xy,xz,yz,xyz,yz,yz,yz,yz,xz,xyz,xyz,xyz,xyz,z,xz,xyz,xyz,z,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
172,12209,12209,6.021,62.135,5,3900,0.001875,0.007285909,0.025972222,0.014571666,0.001666667,0.005350638,5,8,27,25,10.17820127,x,y,xy,xz,yz,xyz,yz,yz,yz,yz,xz,xyz,xyz,z,z,z,z,xyz,z,z,z,z,z,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
173,12212,12212,5.983,61.801,4,780,0.009027778,0.029086977,0.047222222,0.03153452,0.002986111,0.018158015,6,4,15,13,10.19566667,x,y,xy,xz,yz,xyz,yz,xz,xz,yz,xz,xyz,z,z,z,z,xz,xz,xyz,z,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
174,12213,12213,5.945,62.145,5,3120,0.009236111,0.00956282,0.009375,0.009847383,0.004930556,0.006204463,7,8,18,17,10.25976376,x,y,xy,xz,yz,xyz,yz,xz,xz,xz,xz,xyz,xyz,z,z,z,z,xz,xyz,z,z,z,z,z,xyz,xyz,xyz,xyz,xyz,xyz,xyz,z
175,12215,12215,5.977,61.786,4,780,0.004027778,0.01462887,0.047569444,0.041040529,0.001180556,0.019865665,5,3,10,8,10.4352235,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,z,z,xyz,z,xz,z,z,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
176,12224,12224,5.723,61.877,4,780,0.033263889,0.010018215,0.057291667,0.026183863,0.004652778,0.001195355,8,8,17,15,10.0198825,x,y,xy,xz,yz,xyz,yz,xz,yz,xz,xz,z,z,xyz,z,xyz,xz,xyz,xyz,xyz,z,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
177,12236,12236,5.493,61.908,4,2340,0.044236111,0.020776412,0.053125,0.018613256,0.013680556,0.014571949,8,9,22,14,9.487331269,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,yz,z,xyz,xyz,z,xyz,xz,xz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
178,12237,12237,5.421,62.117,5,5460,0.003055556,0.00330124,0.002222222,0.006773506,0.005277778,0.006033698,19,12,20,14,9.892571407,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,xyz,z,z,xz,xyz,z,z,z,z,z,z,xyz,xyz,xyz,xyz,xyz,xyz,xyz,z
179,12239,12239,6.963,62.831,5,3900,0.044166667,0.016962637,0.020763889,0.006317892,0.000486111,0.004382969,29,21,74,36,9.331027782,x,y,xy,xz,yz,xyz,xz,yz,xz,yz,yz,xyz,xyz,z,z,z,z,xz,xyz,xyz,xyz,z,z,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
180,12244,12244,6.939,62.728,5,1560,0.046319444,0.010928832,0.026666667,0.016108485,0.006527778,0.002675319,25,23,61,39,9.380932825,x,y,xy,xz,yz,xyz,xz,yz,yz,xz,xz,xyz,xyz,z,xyz,z,z,xyz,xyz,xyz,xyz,z,z,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
181,12260,12260,6.697,62.665,5,780,0.049791667,0.017019493,0.038819444,0.026809871,0.031597222,0.009050546,31,26,24,26,9.683147944,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,z,z,z,xz,xz,xyz,xyz,xyz,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
182,12265,12265,6.602,62.453,5,1560,0.0625,0.019011795,0.007708333,0.005578149,0.011597222,0.003244536,14,15,22,20,9.319150532,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,z,xyz,z,z,z,xz,xyz,xyz,xyz,z,z,z,xyz,xyz,xyz,xyz,xyz,xyz,xyz,z
183,12268,12268,6.548,62.643,5,3120,0.039305556,0.027037643,0.033402778,0.012977709,0.003125,0.00307377,44,29,62,41,9.536998899,x,y,xy,xz,yz,xyz,xz,yz,yz,yz,xz,z,z,z,z,z,z,xz,xyz,xyz,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
184,12281,12281,6.357,62.669,5,6240,0.001597222,0.007114993,0.017847222,0.011611585,0.000208333,0.000967668,18,23,68,43,9.61911413,x,y,xy,xz,yz,xyz,yz,yz,yz,yz,xz,xyz,xyz,z,z,z,z,xz,z,z,z,z,z,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
185,12294,12294,6.225,62.622,5,3120,0.005208333,0.011725343,0.025069444,0.013774697,0.000277778,0.001195355,40,44,69,42,9.750265151,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,z,xyz,z,xyz,xz,xyz,z,z,z,z,z,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
186,12298,12298,6.142,62.551,5,3900,0.009027778,0.007741043,0.024513889,0.018214391,0.000138889,0.002561475,33,31,71,46,9.602029072,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,yz,z,z,z,z,z,z,xz,xyz,z,z,z,z,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
187,12308,12308,6.003,62.275,5,3120,0.007430556,0.007285951,0.019375,0.016563991,0.00125,0.004496812,11,12,37,27,10.0325819,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,z,z,z,xz,xyz,xyz,z,z,z,z,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
188,12348,12348,8.994,63.617,6,4680,0.011388889,0.032274392,0.014930556,0.034608161,0.017847222,0.015084244,18,39,19,27,9.187830447,x,y,xy,xz,yz,xyz,yz,yz,xz,yz,xz,xyz,xyz,z,z,z,xz,xz,xyz,z,z,z,z,z,xyz,xyz,xyz,xyz,xyz,xyz,xyz,z
189,12357,12357,8.906,63.8,6,2860,0.098958333,0.050090574,0.025,0.028574348,0.001875,0.00204918,79,86,61,58,8.957286426,x,y,xy,xz,yz,xyz,yz,xz,xz,yz,xz,xyz,xyz,z,z,z,xz,xz,xyz,xyz,xyz,xyz,z,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
190,12361,12361,8.863,63.724,6,3900,0.057569444,0.03847868,0.053888889,0.048440104,0.006597222,0.006090619,64,62,53,43,9.005330221,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,xyz,z,z,xz,xyz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
191,12366,12366,8.855,63.794,6,2080,0.035902778,0.049066132,0.032222222,0.025671498,0.022708333,0.023280965,52,67,58,45,9.025249116,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,yz,xyz,xyz,xyz,z,z,z,xz,xyz,xyz,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
192,12380,12380,8.607,63.791,6,2340,0.051944444,0.042121366,0.033125,0.02658205,0.004097222,0.010701275,68,79,55,49,9.03891298,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,z,z,z,xz,xyz,xyz,xyz,xyz,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
193,12383,12383,8.575,63.632,6,6240,0.054861111,0.047016684,0.047986111,0.034551109,0.003819444,0.007172131,82,91,49,43,9.18604586,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,xyz,z,z,xz,xyz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
194,12392,12392,8.489,63.606,6,5200,0.038402778,0.026240436,0.086180556,0.049464501,0.01125,0.009050546,50,46,50,40,9.076255983,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,z,z,z,z,xyz,xyz,xyz,z,z,z,z,xyz,z,z,z,z,xyz,xyz,z
195,12394,12394,8.445,63.762,6,4680,0.028402778,0.021345082,0.03625,0.017929956,0.002291667,0.001195355,79,70,57,46,9.114729485,x,y,xy,xz,yz,xyz,yz,yz,yz,yz,xz,xyz,z,xyz,z,z,z,xyz,xyz,xyz,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
196,12407,12407,8.879,63.645,6,1560,0.051180556,0.058458057,0.077222222,0.049692184,0.030486111,0.025500911,56,66,43,54,8.826150494,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,z,z,z,z,xyz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
197,12435,12435,8.544,63.88,6,7020,0.003333333,0.006830143,0.021875,0.016279356,6.94E-05,0.000284608,28,46,71,57,9.137285119,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,yz,xyz,z,z,z,z,z,xyz,z,z,z,z,z,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
198,12449,12449,8.444,63.805,6,6240,0.011319444,0.015311364,0.033194444,0.01627931,0.000625,0.000569217,58,65,61,51,9.322986941,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,xyz,xyz,z,z,xz,xyz,z,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
199,12466,12466,8.237,63.358,6,5460,0.016736111,0.008423863,0.039513889,0.013376305,0.004305556,0.004041439,48,46,75,55,9.340967988,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,xyz,z,z,z,xyz,xyz,xyz,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
200,12476,12476,8.061,63.477,6,4680,0.0025,0.030111262,0.030625,0.011839404,0.000555556,0.008595173,16,33,67,42,9.16359294,x,y,xy,xz,yz,xyz,yz,xz,xz,yz,yz,z,z,z,z,z,xz,xz,z,z,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
201,12483,12483,7.856,63.458,6,4680,0.003611111,0.014287057,0.029930556,0.014116075,0.000347222,0.006261384,25,24,72,43,9.201565303,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,xyz,z,z,xz,xz,z,z,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
202,12590,12590,10.666,64.838,7,5460,0.032430556,0.018442209,0.012777778,0.002162915,0.010833333,0.0081398,79,53,30,10,8.26673696,x,y,xy,xz,yz,xyz,xz,yz,xz,xz,xz,xyz,xyz,z,z,z,xz,xz,xyz,xyz,z,z,z,z,xyz,xyz,xyz,xyz,xyz,xyz,xyz,z
203,12594,12594,10.397,64.295,6,5460,0.024444444,0.004781182,0.0225,0.009050351,0.001388889,0.001195355,55,19,24,20,8.584926932,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,yz,xyz,z,xyz,xyz,z,xz,xyz,xyz,xyz,z,z,z,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
204,12599,12599,10.309,64.286,6,10140,0.066666667,0.01946671,0.018333333,0.006887326,0.000138889,0.00068306,85,61,27,19,8.692498862,x,y,xy,xz,yz,xyz,xz,yz,yz,xz,xz,xyz,xyz,z,z,z,xz,xz,xyz,xyz,xyz,z,z,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
205,12624,12624,10.919,64.561,7,5460,0.073680556,0.017987076,0.020347222,0.009221181,0.044236111,0.010928962,54,13,28,16,8.858792007,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,xyz,xyz,z,xz,xz,xyz,xyz,xyz,xyz,z,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
206,12625,12625,10.908,64.593,7,2150,0.026180556,0.005862737,0.038055556,0.022825504,0.021388889,0.005407559,70,15,28,22,8.77290861,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,xyz,xyz,z,z,xz,xyz,xyz,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
207,12633,12633,10.748,64.526,7,3120,0.062708333,0.020548462,0.049027778,0.016507155,0.021666667,0.009619763,77,25,22,14,8.827459012,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,z,xyz,z,z,z,xz,xz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
208,12652,12652,11.041,65.004,7,5460,0.018888889,0.018328538,0.034583333,0.012067308,0.015902778,0.008025956,57,29,21,13,8.527643358,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,yz,xyz,xyz,z,z,z,xz,xyz,xyz,xyz,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
209,12662,12662,11.64,64.777,7,4680,0.020763889,0.002845975,0.013194444,0.010758131,0.005694444,0.001764572,36,10,17,17,8.666303835,x,y,xy,xz,yz,xyz,yz,yz,yz,yz,xz,xyz,xyz,z,z,z,xz,xz,xyz,xyz,z,z,z,z,xyz,xyz,xyz,xyz,xyz,xyz,xyz,z
210,12678,12678,11.355,64.607,7,3120,0.073263889,0.023337844,0.088541667,0.031762207,0.040833333,0.019239526,31,9,14,14,8.551162768,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,z,xyz,z,xyz,z,xz,xyz,xyz,xyz,xyz,xyz,z,z,xyz,z,z,z,z,xyz,xyz,z
211,12695,12695,11.844,64.908,7,325,0.098680556,0.045765006,0.07125,0.028119286,0.070555556,0.036372951,6,6,4,4,7.69835,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,z,xyz,z,z,z,z,xyz,xyz,xyz,xyz,xyz,z,z,xyz,z,z,z,xyz,xyz,xyz,z
212,12705,12705,11.675,65.123,7,1560,0.007916667,0.009391924,0.010694444,0.004724455,0,0.001992259,49,20,7,8,8.583173181,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,z,xyz,z,xz,xz,xyz,z,z,z,z,z,xyz,xyz,xyz,xyz,xyz,xyz,xyz,z
213,12714,12714,11.462,64.946,7,5460,0.055347222,0.022825548,0.0325,0.032673019,0.008055556,0.007741348,31,11,18,16,8.531439394,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,xyz,z,z,xz,xyz,xyz,xyz,xyz,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
214,12723,12723,11.724,65.017,7,325,0.040069444,0.006716757,0.021041667,0.012351917,0.004722222,0.00745674,44,10,6,14,8.177042097,x,y,xy,xz,yz,xyz,yz,yz,yz,yz,yz,xyz,xyz,xyz,xyz,xyz,xz,xyz,xyz,xyz,z,z,z,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
215,12727,12727,11.665,64.968,7,1560,0.030277778,0.022142488,0.027083333,0.02453322,0.006527778,0.006090619,13,8,16,16,8.93315873,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,xyz,xyz,z,z,xz,xyz,xyz,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
216,12730,12730,11.573,64.95,7,1560,0.012916667,0.018442579,0.027013889,0.027151618,0.000902778,0.007001366,27,11,19,20,8.898287369,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,z,xyz,z,z,z,xyz,xyz,z,z,z,z,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
217,12744,12744,9.857,63.862,6,520,0.001388889,0.000796817,0.044652778,0.022654695,0.003680556,0.017190346,2,7,31,26,9.168485388,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,xyz,xyz,z,z,xyz,z,z,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
218,12784,12784,9.41,63.56,6,7020,0.067222222,0.026980501,0.027569444,0.02180074,0.012430556,0.008652095,85,52,30,43,9.090836333,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,z,xyz,xyz,z,z,xz,xyz,xyz,xyz,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
219,12789,12789,9.468,63.569,6,6240,0.09875,0.033355448,0.016736111,0.018442252,0.002638889,0.004667577,102,72,34,47,9.124119535,x,y,xy,xz,yz,xyz,yz,xz,xz,yz,xz,xyz,z,xyz,z,z,xz,xz,xyz,xyz,xyz,xyz,z,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
220,12794,12794,9.608,63.801,6,1560,0.021319444,0.014742191,0.021041667,0.010131639,0.001041667,0.008538251,70,60,33,55,8.848126278,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,z,z,xyz,z,z,xz,xz,xyz,xyz,z,z,z,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
221,12832,12832,8.268,58.142,1,585,0.006527778,0.006318284,0.003472222,0.002219816,0.001180556,0.001650729,2,2,20,8,10.30769965,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,z,xyz,xyz,xz,xz,xyz,z,z,z,z,z,xyz,xyz,xyz,xyz,xyz,xyz,xyz,z
222,12839,12839,7.28,62.285,5,3120,0.004305556,0.00034153,0.051666667,0.03654365,0.011111111,0.007001366,4,2,14,11,10.16206333,x,y,xy,xz,yz,xyz,yz,xz,yz,xz,xz,xyz,xyz,xyz,xyz,z,z,xyz,z,z,z,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
223,12844,12844,7.314,62.674,5,2340,0.014444444,0.006830602,0.025902778,0.007228879,0.024444444,0.023565574,14,9,30,22,9.421114204,x,y,xy,xz,yz,xyz,xz,yz,xz,xz,yz,xyz,xyz,xyz,xyz,z,z,xz,xyz,z,z,z,z,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
224,12855,12855,7.45,62.96,6,2340,0.051944444,0.020093132,0.055347222,0.02180063,0.029097222,0.006432149,22,29,56,49,9.397660568,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,z,z,z,z,xz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
225,12870,12870,7.678,63.036,6,3120,0.062986111,0.035519124,0.080763889,0.034664863,0.020347222,0.009107468,18,16,64,55,9.627534749,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,xyz,z,z,z,xyz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,z,xyz,xyz,z
226,12871,12871,7.676,63.093,6,2340,0.044236111,0.028005247,0.034166667,0.033355706,0.009375,0.009562842,30,23,76,60,9.504405029,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,z,z,z,z,xz,xz,xyz,xyz,xyz,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
227,12872,12872,7.695,63.055,6,2340,0.067777778,0.034437505,0.046458333,0.035347857,0.007291667,0.009904372,23,20,75,59,9.47444897,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,z,xyz,z,z,xz,xyz,xyz,xyz,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
