...1,farmID,farm,lon,lat,zone,biomass,Dw.in,Ds.in,Dw.out,Ds.out,Dw.self,Ds.self,Dw.f.in,Ds.f.in,Dw.f.out,Ds.f.out,avtemp,all_x,all_y,all_xy,all_xz,all_yz,all_xyz,r10xz_r90yz,r25xz_r75yz,r50xz_r50yz,r75xz_r25yz,r90xz_r10yz,r10z_r90xyz,r25z_r75xyz,r50z_r50xyz,r75z_r25xyz,r90z_r10xyz,r50z_r50xz,r50xz_r50xyz,leastDwin10_z_mostDwin90_xyz,leastDwin25_z_mostDwin75_xyz,leastDwin50_z_mostDwin50_xyz,leastDwin75_z_mostDwin25_xyz,leastDwin90_z_mostDwin10_xyz,leastDwin95_z_mostDwin5_xyz,leastDwin95_xyz_mostDwin5_z,leastDwout10_xyz_mostDwout90_z,leastDwout25_xyz_mostDwout75_z,leastDwout50_xyz_mostDwout50_z,leastDwout75_xyz_mostDwout25_z,leastDwout90_xyz_mostDwout10_z,leastDwout95_xyz_mostDwout5_z,all_z
310,13852,13852,7.193,62.627,5,3120,0.004513889,0.004041374,0.035555556,0.014344023,0.000625,0.000739982,13,11,35,28,9.480832479,x,y,xy,xz,yz,xyz,xz,xz,yz,xz,xz,xyz,xyz,xyz,z,z,xz,xz,z,z,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
311,13867,13867,5.534,59.658,3,3120,0.034236111,0.014116422,0.095694444,0.033868157,0.006875,0.004439891,52,20,85,61,9.64359403,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,z,xyz,xyz,xyz,z,xz,xyz,xyz,xyz,z,z,z,z,xyz,z,z,z,z,xyz,xyz,z
312,13870,13870,5.353,60.563,4,1560,0.026111111,0.030794625,0.077291667,0.036998828,0.002986111,0.004838342,11,10,48,34,9.911355215,x,y,xy,xz,yz,xyz,yz,xz,yz,xz,xz,xyz,xyz,xyz,z,z,z,xyz,xyz,xyz,z,z,z,z,xyz,z,z,z,z,xyz,xyz,z
313,13872,13872,5.347,60.863,4,1755,0.132291667,0.075535064,0.074722222,0.05373393,0.011458333,0.02071949,9,8,33,23,10.49217112,x,y,xy,xz,yz,xyz,xz,yz,yz,xz,xz,xyz,z,xyz,z,z,z,xz,xyz,xyz,xyz,xyz,xyz,z,xyz,z,z,z,xyz,xyz,xyz,z
314,13873,13873,5.364,60.863,4,1560,0.108263889,0.071778233,0.090625,0.064207562,0.012291667,0.021971767,8,8,32,23,10.39067532,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,yz,xyz,xyz,xyz,z,z,z,xyz,xyz,xyz,xyz,xyz,z,z,xyz,z,z,z,z,xyz,xyz,z
315,13874,13874,5.4,60.582,4,1560,0.035,0.018841075,0.079236111,0.036031204,0.016527778,0.014799636,10,10,46,31,9.919246589,x,y,xy,xz,yz,xyz,yz,xz,yz,xz,xz,xyz,xyz,xyz,z,z,xz,xz,xyz,xyz,z,z,z,z,xyz,z,z,z,z,xyz,xyz,z
316,13876,13876,5.444,60.48,4,1560,0.168263889,0.047700343,0.076458333,0.031818977,0.038402778,0.028574681,11,8,37,28,10.11460554,x,y,xy,xz,yz,xyz,yz,xz,yz,xz,xz,xyz,xyz,z,xyz,z,z,xz,xyz,xyz,xyz,xyz,xyz,xyz,z,z,z,z,xyz,xyz,xyz,z
317,13886,13886,9.129,63.998,6,2340,0.024236111,0.012693227,0.017777778,0.008082528,0.010138889,0.022199454,78,50,40,31,9.101656909,x,y,xy,xz,yz,xyz,yz,xz,xz,xz,xz,xyz,xyz,xyz,z,z,z,xz,xyz,xyz,z,z,z,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
318,13887,13887,9.13,63.618,6,5460,0.030833333,0.021060736,0.026041667,0.028517476,0.019027778,0.004952186,46,45,36,48,9.301242758,x,y,xy,xz,yz,xyz,yz,yz,yz,yz,xz,xyz,xyz,z,z,z,z,xz,xyz,xyz,z,z,z,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
319,13888,13888,9.136,63.662,6,3120,0.041944444,0.047699883,0.048194444,0.04439871,0.034027778,0.023622495,82,76,45,45,9.213926899,x,y,xy,xz,yz,xyz,yz,yz,xz,yz,yz,xyz,xyz,xyz,z,z,z,xyz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
320,13959,13959,11.221,64.816,7,3120,0.152569444,0.025728531,0.0025,0.015710383,0.032986111,0.012295082,59,19,9,8,8.775428571,x,y,xy,xz,yz,xyz,yz,xz,xz,xz,xz,xyz,xyz,z,z,z,z,xz,xyz,xyz,xyz,xyz,xyz,z,xyz,xyz,xyz,xyz,xyz,xyz,xyz,z
321,13965,13965,5.423,60.688,4,3120,0.051805556,0.059483107,0.067986111,0.031249826,0.034861111,0.033469945,17,15,29,21,10.3340119,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,z,z,z,z,xyz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
322,14016,14016,8.255,58.14,1,910,0.001180556,0.001707629,0.008125,0.006773571,0.006388889,0.006204463,2,2,15,7,10.32001148,x,y,xy,xz,yz,xyz,xz,yz,xz,xz,xz,xyz,z,z,z,z,xz,xz,z,z,z,z,z,z,xyz,xyz,xyz,xyz,xyz,xyz,xyz,z
323,14019,14019,12.32,65.139,7,5860,0.007222222,0.004269125,0.029305556,0.011156649,0.005694444,0.005009107,25,2,13,6,8.948195612,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,z,xyz,z,xz,xz,xyz,z,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
324,14039,14039,5.17,60.02,3,2340,0.06375,0.044000367,0.05375,0.022427029,0.029444444,0.036316029,73,17,49,26,10.14491202,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,xyz,z,z,xz,xyz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
325,14040,14040,5.124,60.081,3,2340,0.090555556,0.018328321,0.065347222,0.036258953,0.007708333,0.004326047,111,41,45,37,10.1694511,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,z,xyz,z,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z,z,xyz,z,z,z,xyz,xyz,xyz,z
326,14041,14041,8.694,63.658,6,3900,0.017013889,0.055782564,0.043611111,0.03443733,0.000277778,0.006489071,62,86,53,39,8.976030766,x,y,xy,xz,yz,xyz,yz,yz,yz,yz,xz,xyz,xyz,z,z,z,z,xyz,xyz,xyz,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
327,14042,14042,8.679,63.871,6,4680,0.001875,0.002959123,0.026041667,0.026297617,6.94E-05,0.000227687,20,44,75,50,9.175279763,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,z,xyz,z,z,z,xz,z,z,z,z,z,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
328,14043,14043,7.449,62.642,5,3120,0.016319444,0.009164325,0.023263889,0.011611782,0.004722222,0.005521403,13,8,27,26,9.764591402,x,y,xy,xz,yz,xyz,yz,yz,yz,yz,xz,xyz,xyz,z,z,z,xz,xz,xyz,xyz,z,z,z,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
329,14076,14076,12.169,65.493,8,4680,0.000972222,0.000682973,0.004583333,0.001593785,0.001875,0.00916439,9,7,4,5,8.436822531,x,y,xy,xz,yz,xyz,yz,xz,xz,xz,xz,xyz,xyz,xyz,z,z,z,xz,z,z,z,z,z,z,xyz,xyz,xyz,xyz,xyz,xyz,xyz,z
330,14081,14081,5.34,61.11,4,5460,0.111319444,0.036714437,0.023958333,0.009961226,0.074027778,0.045480419,43,25,31,18,10.09046638,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,yz,xyz,z,z,z,z,z,xyz,xyz,xyz,xyz,xyz,z,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
331,14086,14086,5.153,59.729,3,1560,0.070208333,0.028687804,0.036944444,0.017816177,0.016597222,0.008310565,91,59,53,30,9.891105744,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,z,z,z,xz,xz,xyz,xyz,xyz,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
332,14136,14136,5.446,59.062,2,4680,0.017708333,0.009107356,0.024027778,0.009619348,0.000208333,0.000113843,54,30,91,51,10.50834056,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,xyz,z,z,z,xz,xyz,xyz,z,z,z,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
333,14245,14245,11.793,65.113,7,7020,0.067152778,0.027606991,0.010416667,0.0084812,0.007013889,0.00779827,28,14,9,13,8.384396558,x,y,xy,xz,yz,xyz,yz,yz,xz,yz,xz,xyz,z,z,z,z,z,xz,xyz,xyz,xyz,z,z,z,xyz,xyz,xyz,xyz,xyz,xyz,xyz,z
334,14435,14435,4.878,60.565,4,2340,0.119791667,0.029997135,0.030833333,0.017816264,0.010069444,0.00136612,119,69,51,45,10.20997792,x,y,xy,xz,yz,xyz,yz,xz,yz,xz,xz,xyz,z,z,z,z,xz,xz,xyz,xyz,xyz,xyz,xyz,z,xyz,z,z,xyz,xyz,xyz,xyz,z
335,14495,14495,5.812,59.287,2,3600,0.095277778,0.027891554,0.049583333,0.019808392,0.001388889,0.003472222,56,46,66,48,10.23650527,x,y,xy,xz,yz,xyz,yz,yz,xz,yz,xz,xyz,xyz,xyz,z,z,z,xyz,xyz,xyz,xyz,xyz,z,z,xyz,z,z,z,xyz,xyz,xyz,z
336,14799,14799,5.453,60.059,3,3120,0.040138889,0.024134702,0.090347222,0.032160593,0.004097222,0.005862933,41,38,61,47,10.26503794,x,y,xy,xz,yz,xyz,yz,xz,yz,xz,xz,xyz,xyz,xyz,z,z,z,xz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,z,xyz,xyz,z
337,15118,15118,12.8,66.394,8,3120,0.008194444,0.052026412,0.194722222,0.110029599,0.001458333,0.010018215,7,7,6,6,8.253156133,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,z,z,z,xz,xyz,xyz,z,z,z,z,z,xyz,z,z,z,z,z,z,z
338,15196,15196,5.261,59.845,3,2340,0.103055556,0.060849183,0.216805556,0.081454831,0.018263889,0.012807377,32,27,36,15,9.881168332,x,y,xy,xz,yz,xyz,yz,yz,xz,yz,xz,xyz,xyz,xyz,z,xyz,xz,xz,xyz,xyz,xyz,xyz,z,z,xyz,z,z,z,z,z,z,z
339,15338,15338,6.322,59.28,2,325,0.018333333,0.038365187,0.137847222,0.096709709,0.006527778,0.016734973,14,6,52,35,10.34642233,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,xyz,xyz,z,xz,xz,xyz,xyz,z,z,z,z,xyz,z,z,z,z,z,z,z
340,15375,15375,9.057,63.984,6,1560,0.040555556,0.009448518,0.015625,0.008139624,0.001944444,0.000910747,95,44,39,33,9.205954895,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,z,xyz,z,z,z,xyz,xyz,xyz,xyz,z,z,z,xyz,xyz,xyz,xyz,xyz,xyz,xyz,z
341,15403,15403,4.712,61.103,4,3900,0.069444444,0.026582002,0.021319444,0.009505832,0.010763889,0.003358379,98,57,34,26,9.831898736,x,y,xy,xz,yz,xyz,yz,xz,yz,xz,xz,xyz,xyz,z,z,z,z,xz,xyz,xyz,xyz,z,z,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
342,15456,15456,5.854,61.105,4,2340,0.080347222,0.057946222,0.073680556,0.039105103,0.035416667,0.027322404,17,10,27,22,10.12131417,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,z,xyz,z,z,z,xz,xyz,xyz,xyz,xyz,z,z,xyz,z,z,z,xyz,xyz,xyz,z
343,15796,15796,5.929,59.388,2,4680,0.131597222,0.059767647,0.083680556,0.025386915,0.010902778,0.016279599,51,45,63,31,9.847252424,x,y,xy,xz,yz,xyz,yz,yz,yz,yz,xz,xyz,xyz,z,z,z,z,xz,xyz,xyz,xyz,xyz,xyz,z,xyz,z,z,z,z,xyz,xyz,z
344,16755,16755,5.435,59.944,3,4680,0.031388889,0.006090423,0.057847222,0.030680392,0.005347222,0.001423042,58,22,67,54,10.48945609,x,y,xy,xz,yz,xyz,yz,xz,yz,yz,xz,xyz,xyz,z,z,z,z,xyz,xyz,xyz,z,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
345,16797,16797,5.306,59.803,3,325,0.098402778,0.094148297,0.231944444,0.07673031,0.022569444,0.021801002,39,30,51,18,10.51699985,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,z,xyz,z,z,z,z,xyz,xyz,xyz,xyz,xyz,z,z,xyz,z,z,z,z,z,z,z
346,17177,17177,5.352,61.893,4,3120,0.072291667,0.021004098,0.030555556,0.010188871,0.009444444,0.003301457,9,9,18,14,9.805045158,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,z,z,z,z,xz,xz,xyz,xyz,xyz,xyz,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
347,17357,17357,5.722,59.132,2,4120,0.042013889,0.014344109,0.040416667,0.016108443,0.000972222,0.006887523,49,30,94,51,10.03886108,x,y,xy,xz,yz,xyz,yz,xz,yz,xz,yz,xyz,xyz,z,xyz,z,xz,xz,xyz,xyz,xyz,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
348,17495,17495,8.216,63.049,6,3120,0.032222222,0.021687093,0.085277778,0.033754161,0.011736111,0.007058288,17,10,41,35,9.642385525,x,y,xy,xz,yz,xyz,xz,yz,xz,yz,xz,xyz,z,z,z,z,xz,xz,xyz,xyz,z,z,z,z,xyz,z,z,z,z,xyz,xyz,z
349,17575,17575,5.391,59.252,2,4680,0.049583333,0.021516238,0.013680556,0.007228791,0.001180556,0.001536885,54,51,74,36,9.555977023,x,y,xy,xz,yz,xyz,yz,xz,yz,xz,xz,xyz,xyz,z,xyz,z,z,xyz,xyz,xyz,xyz,z,z,z,xyz,xyz,xyz,xyz,xyz,xyz,xyz,z
350,18217,18217,5.171,59.397,3,3120,0.006597222,0.003073313,0.032708333,0.010871842,0.000277778,0.001252277,62,29,86,32,10.15420528,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,xyz,z,z,xz,xz,xyz,z,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
351,18235,18235,6.193,59.269,2,3600,0.12125,0.080942558,0.08625,0.039275779,0.008888889,0.016051913,35,16,64,46,10.42702265,x,y,xy,xz,yz,xyz,yz,xz,xz,yz,xz,xyz,xyz,xyz,z,z,z,xz,xyz,xyz,xyz,xyz,xyz,z,xyz,z,z,z,z,xyz,xyz,z
352,18275,18275,5.87,59.192,2,2340,0.0525,0.015482544,0.048819444,0.03050969,0.002361111,0.00239071,48,35,71,51,10.53321765,x,y,xy,xz,yz,xyz,yz,xz,xz,xz,xz,xyz,z,z,xyz,z,xz,xz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
353,18639,18639,5.883,59.392,2,3120,0.098958333,0.041552773,0.088680556,0.029599008,0.005069444,0.003756831,50,41,71,44,10.36243518,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,z,z,z,xz,xyz,xyz,xyz,xyz,xyz,z,z,xyz,z,z,z,z,xyz,xyz,z
354,18657,18657,5.134,61.157,4,4680,0.092777778,0.019353283,0.022986111,0.010758109,0.020277778,0.008765938,66,29,34,21,9.655441465,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,z,xyz,z,xz,xz,xyz,xyz,xyz,xyz,z,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
355,18898,18898,5.627,60.456,4,3120,0.030902778,0.024874773,0.115833333,0.042065031,0.020902778,0.02885929,4,2,28,18,9.781002831,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,xyz,z,z,z,xz,xyz,xyz,z,z,z,z,xyz,z,z,z,z,z,xyz,z
356,18936,18936,12.139,65.686,8,4500,0.040347222,0.02373584,6.94E-05,0.000796904,0.003888889,0.000455373,61,51,1,2,8.475734866,x,y,xy,xz,yz,xyz,yz,yz,yz,yz,xz,xyz,xyz,xyz,z,z,z,xyz,xyz,xyz,xyz,z,z,z,xyz,xyz,xyz,xyz,xyz,xyz,xyz,z
357,19015,19015,9.181,63.334,6,2840,0.001180556,0.020947155,0.0575,0.053221678,0.000208333,0.011839709,7,5,20,23,9.884767079,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,z,z,z,z,xz,z,z,z,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
358,19016,19016,9.191,63.506,6,6240,0.007083333,0.015653114,0.035347222,0.027151397,6.94E-05,0.003244536,34,37,37,43,9.204153514,x,y,xy,xz,yz,xyz,yz,xz,xz,xz,xz,xyz,xyz,z,z,z,z,xz,xyz,z,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
359,19115,19115,9.144,63.461,6,6240,0.211527778,0.107638648,0.0275,0.01781622,0.028680556,0.021573315,72,59,35,37,9.117338072,x,y,xy,xz,yz,xyz,yz,yz,xz,yz,xz,xyz,xyz,xyz,z,z,xz,xyz,xyz,xyz,xyz,xyz,xyz,xyz,z,z,z,xyz,xyz,xyz,xyz,z
360,19135,19135,10.264,64.243,6,2340,0.050138889,0.020263768,0.032083333,0.012067221,0.004513889,0.008709016,76,34,25,20,8.649205687,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,z,xyz,xyz,z,z,xz,xyz,xyz,xyz,xyz,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
361,19195,19195,8.516,63.597,6,3120,0.137777778,0.059425815,0.048402778,0.035063534,0.054791667,0.023280965,65,64,33,25,9.128077873,x,y,xy,xz,yz,xyz,yz,xz,yz,xz,yz,xyz,xyz,z,z,xyz,xz,xz,xyz,xyz,xyz,xyz,xyz,z,xyz,z,z,z,xyz,xyz,xyz,z
362,19336,19336,5.114,59.429,3,3600,0.009722222,0.003414605,0.028333333,0.009334697,0.000208333,0.000113843,68,41,83,50,9.985255698,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,z,xyz,z,xz,xyz,xyz,z,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
363,19355,19355,5.989,59.297,2,3120,0.045208333,0.038023567,0.070763889,0.029428308,0.001319444,0.003699909,51,49,70,43,10.09995981,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,z,z,z,z,z,xyz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
364,19655,19655,5.268,60.746,4,3120,0.036666667,0.024248501,0.064027778,0.039105019,0.001388889,0.003699909,17,25,36,28,10.92965501,x,y,xy,xz,yz,xyz,xz,yz,xz,xz,xz,xyz,xyz,z,z,z,xz,xyz,xyz,xyz,z,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
365,19855,19855,8.129,63.15,6,3900,0.116666667,0.080657772,0.048263889,0.02111755,0.009166667,0.005293716,73,61,36,34,9.576516374,x,y,xy,xz,yz,xyz,yz,xz,yz,xz,xz,xyz,xyz,xyz,z,z,z,xz,xyz,xyz,xyz,xyz,z,z,xyz,z,z,z,xyz,xyz,xyz,z
366,19939,19939,6.05,60.157,3,3120,0.066319444,0.037682015,0.126666667,0.054872341,0.002013889,0.00136612,46,49,69,47,10.18836923,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,z,xyz,xyz,z,z,xz,xyz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,z,z,xyz,z
367,19977,19977,9.928,63.995,6,3120,0.078194444,0.024475818,0.027013889,0.014116336,0.009583333,0.003016849,83,63,22,35,8.729291952,x,y,xy,xz,yz,xyz,yz,xz,xz,yz,xz,xyz,xyz,xyz,xyz,z,z,xyz,xyz,xyz,xyz,xyz,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
368,19995,19995,8.03,63.138,6,1560,0.046458333,0.026354409,0.053888889,0.022711441,0.014930556,0.003130692,50,51,40,37,10.00468705,x,y,xy,xz,yz,xyz,yz,xz,yz,xz,xz,xyz,xyz,z,xyz,xyz,xz,xz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
369,20115,20115,5.174,60.25,3,3120,0.035694444,0.007171868,0.013611111,0.012693337,0.007291667,0.005464481,49,35,30,25,9.631043137,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,z,xyz,z,z,z,xz,xyz,xyz,xyz,z,z,z,z,xyz,xyz,xyz,xyz,xyz,xyz,xyz,z
370,20315,20315,7.085,62.301,5,1145,0.039097222,0.031193078,0.03,0.023963959,0.013472222,0.006090619,4,4,11,10,10.14045608,x,y,xy,xz,yz,xyz,xz,xz,xz,xz,xz,xyz,xyz,xyz,z,z,xz,xz,xyz,xyz,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
371,20455,20455,6.011,60.041,3,3900,0.02125,0.041325072,0.115138889,0.040755745,0.001458333,0.005293716,42,47,69,46,10.12806384,x,y,xy,xz,yz,xyz,xz,yz,xz,xz,xz,z,xyz,xyz,xyz,z,z,xz,xyz,xyz,z,z,z,z,xyz,z,z,z,z,xyz,xyz,z
372,20559,20559,8.755,63.822,6,5460,0.014444444,0.032957256,0.028125,0.034721959,0.000555556,0.004553734,53,69,66,51,9.087449811,x,y,xy,xz,yz,xyz,xz,yz,xz,yz,xz,xyz,xyz,z,z,z,xz,xyz,xyz,z,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
373,20595,20595,5.206,60.162,3,3120,0.060763889,0.042121796,0.062847222,0.03238819,0.001319444,0.003642987,68,55,52,56,10.02293139,x,y,xy,xz,yz,xyz,yz,yz,xz,yz,xz,xyz,xyz,xyz,z,z,xz,xz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
374,20776,20776,4.973,60.531,4,3120,0.059861111,0.018271638,0.032847222,0.02077617,0.002083333,0.000796903,117,32,56,49,9.602008053,x,y,xy,xz,yz,xyz,yz,xz,yz,xz,xz,xyz,xyz,xyz,z,z,z,xz,xyz,xyz,xyz,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
375,20796,20796,7.368,62.598,5,3120,0.004722222,0.002902984,0.026180556,0.012977969,0.001666667,0.002163024,7,6,28,25,9.649220656,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,z,z,z,xz,xyz,z,z,z,z,z,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
376,20815,20815,6.158,62.334,5,3120,0.016875,0.014913195,0.018333333,0.012294842,0.002083333,0.003813752,35,31,35,29,10.02981911,x,y,xy,xz,yz,xyz,yz,xz,yz,yz,xz,xyz,xyz,xyz,xyz,z,xz,xz,xyz,xyz,z,z,z,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
377,21335,21335,5.802,61.194,4,1560,0.012361111,0.006773635,0.041319444,0.015653351,0.001527778,0.014059654,20,13,28,24,10.22293106,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,z,z,z,z,xz,xyz,z,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
378,21415,21415,5.858,59.285,2,3600,0.059166667,0.023622449,0.059166667,0.025272937,0.000972222,0.001479964,51,46,76,47,10.03607451,x,y,xy,xz,yz,xyz,xz,yz,xz,xz,xz,xyz,xyz,xyz,z,z,xz,xz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
379,21676,21676,10.853,64.602,7,6740,0.026180556,0.017303647,0.03875,0.012181129,0.020833333,0.007058288,73,34,32,20,8.783031312,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,z,z,xyz,z,xyz,xyz,xyz,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
380,21755,21755,5.884,59.736,3,2640,0.033541667,0.034892876,0.083541667,0.029200425,0.004097222,0.007513661,40,25,73,57,10.47265066,x,y,xy,xz,yz,xyz,yz,yz,yz,yz,xz,xyz,xyz,xyz,z,z,xz,xz,xyz,xyz,z,z,z,z,xyz,z,z,z,z,xyz,xyz,z
381,21915,21915,5.283,59.952,3,2780,0.012638889,0.025557485,0.106180556,0.033355818,0.024375,0.021857923,59,35,58,45,9.820911765,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,xyz,z,z,z,z,xyz,xyz,z,z,z,z,z,xyz,z,z,z,z,xyz,xyz,z
382,22015,22015,5.052,61.166,4,4680,0.069583333,0.050204416,0.109513889,0.047984887,0.018402778,0.00848133,83,52,19,17,9.85056471,x,y,xy,xz,yz,xyz,yz,yz,yz,xz,xz,xyz,xyz,z,z,z,z,xz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,z,xyz,xyz,z
383,22095,22095,5.932,59.984,3,2340,0.053680556,0.043146498,0.118611111,0.050660076,0.001527778,0.0081398,58,49,61,51,10.62845498,x,y,xy,xz,yz,xyz,yz,yz,xz,yz,xz,xyz,xyz,xyz,xyz,z,xz,xz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,z,z,xyz,z
384,22315,22315,5.557,60.222,3,2340,0.067638889,0.021800783,0.094652778,0.051286211,0.003680556,0.001195355,38,39,61,47,10.62736789,x,y,xy,xz,yz,xyz,yz,xz,xz,xz,xz,xyz,xyz,z,xyz,z,xz,xyz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,z,xyz,xyz,z
385,22335,22335,6.981,62.802,5,325,0.014166667,0.009733455,0.020277778,0.009050068,0.000138889,0.000739982,25,23,66,41,9.125286189,x,y,xy,xz,yz,xyz,yz,yz,xz,yz,yz,z,xyz,z,z,xyz,xz,xyz,xyz,z,z,z,z,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
386,22455,22455,5.595,62.167,5,5460,0.005902778,0.012010431,0.005833333,0.005350441,0.001111111,0.004212204,10,14,23,19,9.791980983,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,z,xyz,z,z,z,xyz,xyz,z,z,z,z,z,xyz,xyz,xyz,xyz,xyz,xyz,xyz,z
387,22596,22596,5.8,59.194,2,3120,0.025625,0.018214742,0.039166667,0.019751623,0.001180556,0.002447632,56,41,77,44,9.800392581,x,y,xy,xz,yz,xyz,yz,yz,xz,xz,xz,xyz,z,xyz,z,z,xz,xyz,xyz,xyz,z,z,z,z,xyz,z,z,xyz,xyz,xyz,xyz,z
388,22775,22775,11.059,65.002,7,5460,0.023680556,0.020890123,0.024236111,0.012010451,0.006458333,0.00848133,30,20,21,14,8.503934783,x,y,xy,xz,yz,xyz,yz,xz,xz,yz,xz,xyz,z,xyz,xyz,z,z,xz,xyz,xyz,z,z,z,z,xyz,z,xyz,xyz,xyz,xyz,xyz,z
389,22915,22915,5.114,60.038,3,2340,0.042916667,0.027378976,0.053611111,0.033128112,0.002986111,0.005407559,90,35,60,39,9.909806875,x,y,xy,xz,yz,xyz,yz,yz,xz,yz,xz,xyz,xyz,xyz,z,xyz,z,xyz,xyz,xyz,xyz,z,z,z,xyz,z,z,z,xyz,xyz,xyz,z
390,22955,22955,5.59,59.684,3,2340,0.033194444,0.008538142,0.103055556,0.041438608,0.00125,0.001081512,59,24,103,70,10.65197953,x,y,xy,xz,yz,xyz,xz,yz,xz,xz,xz,xyz,z,z,z,z,xz,xyz,xyz,xyz,z,z,z,z,xyz,z,z,z,z,xyz,xyz,z
